,tweet,vaccine_neutral,vaccine_negative,vaccine_positive,vaccine_negative_neutral_ratio,vaccine_positive_neutral_ratio,vaccine_negative_positive_ratio,vaccine_positive_negative_ratio,vaccines_neutral,vaccines_negative,vaccines_positive,vaccines_negative_neutral_ratio,vaccines_positive_neutral_ratio,vaccines_negative_positive_ratio,vaccines_positive_negative_ratio,vaccination_neutral,vaccination_negative,vaccination_positive,vaccination_negative_neutral_ratio,vaccination_positive_neutral_ratio,vaccination_negative_positive_ratio,vaccination_positive_negative_ratio
0,"i wrote this in may, describing how covid-19 was now endemic in the us. my guess was 15,000 to 20,000 americans would get sick and 500 to 1,000 americans would die every day until we got an effective vaccine. i was wrong. way too optimistic. ",0.08074923604726791,0.7146424055099487,0.20460841059684753,8.850144386291504,2.533874273300171,3.492732286453247,0.28630879521369934,0.016805734485387802,0.9524366855621338,0.030757611617445946,56.673316955566406,1.8301855325698853,30.965885162353516,0.03229360282421112,0.24203169345855713,0.7343470454216003,0.02362123131752014,3.0340945720672607,0.09759560972452164,31.08843231201172,0.03216630592942238
1,infection control epidemiologist predicts the canada-u.s. border will only open if a covid-19 vaccine is created or if enough people have been infected with the virus and build herd immunity. ,0.7618547081947327,0.21436433494091034,0.023780932649970055,0.28137168288230896,0.031214524060487747,9.014126777648926,0.11093698441982269,0.3490183651447296,0.6362305879592896,0.014751069247722626,1.8229143619537354,0.04226445034146309,43.13114929199219,0.02318509854376316,0.5890666246414185,0.3938570022583008,0.01707634888589382,0.668612003326416,0.028988825157284737,23.06447410583496,0.043356724083423615
2,folks get on here talking about covid is a hoax so the govt can give out vaccines to implant chips in us. meanwhile they got like three alexa dots in the house.,0.6328868269920349,0.3513900935649872,0.015723073855042458,0.5552179217338562,0.024843420833349228,22.348690032958984,0.04474535211920738,0.49292272329330444,0.49308693408966064,0.013990367762744427,1.0003331899642944,0.028382476419210434,35.24474334716797,0.028373025357723236,0.7084252834320068,0.28429073095321655,0.007284003309905529,0.40129953622817993,0.01028196420520544,39.02946090698242,0.025621669366955757
3," yeah, america has never really had cultural solidarity since 9/11 and is far more individualistic. not sure that's bad, ceainly 99% of the time i don't think it is a problem. it's still a tbd with covid. if we have a vaccine and widespread theraputics (as it seems it is)...",0.6023474931716919,0.017258770763874054,0.38039371371269226,0.02865251526236534,0.6315187215805054,0.045370809733867645,22.040603637695312,0.711556077003479,0.03460569307208061,0.25383827090263367,0.04863382503390312,0.35673683881759644,0.13632969558238983,7.3351593017578125,0.8719414472579956,0.015241011045873165,0.11281750351190567,0.017479397356510162,0.1293865591287613,0.13509438931941986,7.4022321701049805
4,"once theres a covid vaccine, i will be bringing back the phenomenon of drinking songs.",0.3732498586177826,0.0368182547390461,0.589931845664978,0.09864237904548645,1.5805280208587646,0.06241103261709213,16.022808074951172,0.3163723051548004,0.07731078565120697,0.6063169240951538,0.24436648190021515,1.916466474533081,0.12750886380672455,7.842591762542725,0.5044635534286499,0.04877901077270508,0.4467574954032898,0.09669481962919235,0.8856090903282166,0.10918454080820084,9.158805847167969
5,covid-19 vaccine could be available in africa in the first quaer of 2021 ,0.5051862597465515,0.11588457971811295,0.3789292275905609,0.22938981652259827,0.7500782608985901,0.30582118034362793,3.2698848247528076,0.46677330136299133,0.2788313627243042,0.25439533591270447,0.597359299659729,0.5450083017349243,1.096055269241333,0.9123626947402954,0.7681769728660583,0.04606908559799194,0.18575388193130493,0.059971969574689865,0.24181130528450012,0.24801142513751984,4.032072067260742
6,next big media hit against big pharma brazil's president jair bolsonaro says he's taking hydroxychloroquine for his coronavirus. he takes his 3rd dose and he is feeling very well. hydroxychloroquine works.  no vaccination is required. ,0.7822006940841675,0.11082823574542999,0.10697108507156372,0.14168772101402283,0.13675656914710999,1.0360578298568726,0.9651970267295837,0.7234926819801331,0.0678350105881691,0.20867237448692322,0.09376046806573868,0.288423627614975,0.3250790238380432,3.0761752128601074,0.9089173078536987,0.010288907214999199,0.08079380542039871,0.011319959536194801,0.08889015763998032,0.12734772264957428,7.852515697479248
7,"in quarantine, has searched for a coronavirus vaccine, exposed how the rich quarantine, and finished all of netflix: ",0.9763979911804199,0.011103581637144089,0.012498470954596996,0.011371983215212822,0.012800591066479683,0.8883951902389526,1.1256251335144043,0.9568734169006348,0.030904226005077362,0.012222331017255783,0.03229708969593048,0.012773195281624794,2.5285050868988037,0.3954906165599823,0.8472363948822021,0.01466774009168148,0.13809579610824585,0.01731245219707489,0.1629955917596817,0.106214240193367,9.414933204650879
8, wow. you keep digging.. sars/mers are both a coronavirus it is literally in the name: severe acute respiratory syndrome-related coronavirus middle east respiratory syndrome-related coronavirus no vaccine no. but as i said where is sars?? or mers?,0.9059385657310486,0.0740644782781601,0.019996941089630127,0.0817544162273407,0.022073175758123398,3.7037904262542725,0.26999369263648987,0.7165789008140564,0.25818273425102234,0.025238387286663055,0.36029911041259766,0.035220667719841,10.229763984680176,0.09775397181510925,0.6633349657058716,0.3279005289077759,0.008764475584030151,0.49432119727134705,0.013212745077908039,37.412452697753906,0.026729067787528038
9,"despite our collective fatigue from the coronavirus, the only way to save lives and revive the economy is to stay the course with tactics such as physical distancing and wearing masks. until a vaccine is developed, we must be extremely careful in our plans to reopen.",0.8385382890701294,0.09964855760335922,0.06181307137012482,0.11883602291345596,0.07371526211500168,1.6120952367782593,0.6203107237815857,0.6974433064460754,0.23647138476371765,0.0660853311419487,0.3390546441078186,0.094753697514534,3.5782735347747803,0.27946439385414124,0.8804360628128052,0.038635678589344025,0.0809282436966896,0.04388243705034256,0.09191836416721344,0.4774066209793091,2.0946505069732666
