,tweet,vaccine_neutral,vaccine_negative,vaccine_positive,vaccine_negative_neutral_ratio,vaccine_positive_neutral_ratio,vaccine_negative_positive_ratio,vaccine_positive_negative_ratio,vaccines_neutral,vaccines_negative,vaccines_positive,vaccines_negative_neutral_ratio,vaccines_positive_neutral_ratio,vaccines_negative_positive_ratio,vaccines_positive_negative_ratio,vaccination_neutral,vaccination_negative,vaccination_positive,vaccination_negative_neutral_ratio,vaccination_positive_neutral_ratio,vaccination_negative_positive_ratio,vaccination_positive_negative_ratio
0,"i wrote this in may, describing how covid-19 was now endemic in the us. my guess was 15,000 to 20,000 americans would get sick and 500 to 1,000 americans would die every day until we got an effective vaccine i was wrong. way too optimistic.",0.014382033608853817,0.9357912540435791,0.04982665926218033,65.06668853759766,3.4645071029663086,18.780935287475586,0.053245484828948975,0.005421170499175787,0.984951376914978,0.009627435356378555,181.6861114501953,1.7758960723876953,102.30672454833984,0.009774528443813324,0.21668677031993866,0.761036217212677,0.022277073934674263,3.512148857116699,0.10280772298574448,34.16230773925781,0.029272029176354408
1,infection control epidemiologist predicts the canada-u.s. border will only open if a covid-19 vaccine is created or if enough people have been infected with the virus and build herd immunity.,0.7618547081947327,0.21436433494091034,0.023780932649970055,0.28137168288230896,0.031214524060487747,9.014126777648926,0.11093698441982269,0.3490183651447296,0.6362305879592896,0.014751069247722626,1.8229143619537354,0.04226445034146309,43.13114929199219,0.02318509854376316,0.5890666246414185,0.3938570022583008,0.01707634888589382,0.668612003326416,0.028988825157284737,23.06447410583496,0.043356724083423615
2,folks get on here talking about covid is a hoax so the govt can give out vaccine to implant chips in us. meanwhile they got like three alexa dots in the house.,0.40905773639678955,0.5761920213699341,0.014750310219824314,1.408583641052246,0.03605923801660538,39.063045501708984,0.0255996435880661,0.29319363832473755,0.6874110102653503,0.019395411014556885,2.3445632457733154,0.06615222245454788,35.44194030761719,0.028215158730745316,0.7399282455444336,0.2537339925765991,0.006337849888950586,0.3429170250892639,0.008565492928028107,40.03470993041992,0.02497832477092743
3,"yeah, america has never really had cultural solidarity since 9/11 and is far more individualistic. not sure that's bad, ceainly 99% of the time i don't think it is a problem. it's still a tbd with covid. if we have a vaccine and widespread theraputics (as it seems it is)...",0.6023474931716919,0.017258770763874054,0.38039371371269226,0.02865251526236534,0.6315187215805054,0.045370809733867645,22.040603637695312,0.711556077003479,0.03460569307208061,0.25383827090263367,0.04863382503390312,0.35673683881759644,0.13632969558238983,7.3351593017578125,0.8719414472579956,0.015241011045873165,0.11281750351190567,0.017479397356510162,0.1293865591287613,0.13509438931941986,7.4022321701049805
4,once theres a covid vaccine i will be bringing back the phenomenon of drinking songs.,0.22577621042728424,0.04209974780678749,0.7321240305900574,0.18646670877933502,3.2426979541778564,0.05750357359647751,17.39022445678711,0.13552457094192505,0.057847846299409866,0.8066275715827942,0.4268439710140228,5.951891899108887,0.07171568274497986,13.943951606750488,0.6380121111869812,0.1580459028482437,0.2039419710636139,0.24771614372730255,0.3196521997451782,0.7749552726745605,1.290397047996521
5,covid-19 vaccine could be available in africa in the first quaer of 2021,0.5051862597465515,0.11588457971811295,0.3789292275905609,0.22938981652259827,0.7500782608985901,0.30582118034362793,3.2698848247528076,0.46677330136299133,0.2788313627243042,0.25439533591270447,0.597359299659729,0.5450083017349243,1.096055269241333,0.9123626947402954,0.7681769728660583,0.04606908559799194,0.18575388193130493,0.059971969574689865,0.24181130528450012,0.24801142513751984,4.032072067260742
6,next big media hit against big pharma brazil's president jair bolsonaro says he's taking hydroxychloroquine for his coronavirus. he takes his 3rd dose and he is feeling very well. hydroxychloroquine works. no vaccine is required.,0.9261133670806885,0.02931678295135498,0.04456988722085953,0.03165571764111519,0.0481257364153862,0.657771110534668,1.520285725593567,0.8894140124320984,0.04075605422258377,0.06982996314764023,0.045823488384485245,0.07851232588291168,0.5836470723152161,1.7133641242980957,0.8297321200370789,0.01104077696800232,0.15922704339027405,0.013306435197591782,0.19190174341201782,0.06933983415365219,14.421724319458008
7,"in quarantine, has searched for a coronavirus vaccine exposed how the rich quarantine, and finished all of netflix:",0.8924827575683594,0.04926678165793419,0.0582505464553833,0.0552019439637661,0.06526798009872437,0.8457736968994141,1.1823493242263794,0.8166345953941345,0.13502125442028046,0.048344146460294724,0.1653386354446411,0.05919924005866051,2.7929184436798096,0.3580484092235565,0.8685743808746338,0.027801748365163803,0.10362386703491211,0.03200848400592804,0.1193033903837204,0.2682948410511017,3.7272427082061768
8,wow. you keep digging.. sars/mers are both a coronavirus it is literally in the name: severe acute respiratory syndrome-related coronavirus middle east respiratory syndrome-related coronavirus no vaccine no. but as i said where is sars?? or mers?,0.9059385657310486,0.0740644782781601,0.019996941089630127,0.0817544162273407,0.022073175758123398,3.7037904262542725,0.26999369263648987,0.7165789008140564,0.25818273425102234,0.025238387286663055,0.36029911041259766,0.035220667719841,10.229763984680176,0.09775397181510925,0.6633349657058716,0.3279005289077759,0.008764475584030151,0.49432119727134705,0.013212745077908039,37.412452697753906,0.026729067787528038
9,"despite our collective fatigue from the coronavirus, the only way to save lives and revive the economy is to stay the course with tactics such as physical distancing and wearing masks. until a vaccine is developed, we must be extremely careful in our plans to reopen.",0.8385382890701294,0.09964855760335922,0.06181307137012482,0.11883602291345596,0.07371526211500168,1.6120952367782593,0.6203107237815857,0.6974433064460754,0.23647138476371765,0.0660853311419487,0.3390546441078186,0.094753697514534,3.5782735347747803,0.27946439385414124,0.8804360628128052,0.038635678589344025,0.0809282436966896,0.04388243705034256,0.09191836416721344,0.4774066209793091,2.0946505069732666
